File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF356WOE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR231YFE	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										ZBTB33-human	DNA						2016-11-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF865PZA/, /files/ENCFF356LFX/, /files/ENCFF005IAN/, /files/ENCFF756SZH/, /files/ENCFF220TQP/	144604	ENCODE Processing Pipeline	8d9e69c6e2e91ac3e1256dc751aaa991		https://www.encodeproject.org/files/ENCFF356WOE/@@download/ENCFF356WOE.bed.gz				released	s3://encode-public/2020/12/30/4d12aa2e-4a9c-4ae0-bc1b-6cb60e127c7a/ENCFF356WOE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/4d12aa2e-4a9c-4ae0-bc1b-6cb60e127c7a/ENCFF356WOE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF499WWI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR679STZ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-862'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/126375/'], '@type': ['Target', 'Item'], 'name': 'ZNF792-human', 'label': 'ZNF792', '@id': '/targets/ZNF792-human/', 'title': 'ZNF792 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c118e429-a34f-4df9-8d97-9cf59a4c64f6', 'status': 'released'}				ZNF792-human	DNA				formaldehyde		2016-11-02	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF785BTW/, /files/ENCFF489ERC/, /files/ENCFF500XPF/, /files/ENCFF482RWP/, /files/ENCFF847EHD/, /files/ENCFF949NGG/, /files/ENCFF383QIP/, /files/ENCFF928CJD/, /files/ENCFF800IMV/, /files/ENCFF490JCT/, /files/ENCFF919EDN/, /files/ENCFF425NTG/, /files/ENCFF705BZZ/, /files/ENCFF356LFX/, /files/ENCFF533HJT/, /files/ENCFF355FVL/, /files/ENCFF451CVJ/, /files/ENCFF654JHZ/, /files/ENCFF528DFI/, /files/ENCFF585IQN/, /files/ENCFF709TVD/, /files/ENCFF856XMU/, /files/ENCFF065LBX/, /files/ENCFF190AZK/, /files/ENCFF905YEA/, /files/ENCFF736EFF/, /files/ENCFF736OSY/	78505	ENCODE Processing Pipeline	11a80e250d3b04836763bc25ff2bf2d1		https://www.encodeproject.org/files/ENCFF499WWI/@@download/ENCFF499WWI.bed.gz				released	s3://encode-public/2020/08/07/a56f03c7-5acb-4643-b5d0-5e230a615a69/ENCFF499WWI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/a56f03c7-5acb-4643-b5d0-5e230a615a69/ENCFF499WWI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF201PUR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR392SFJ	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF648TKU/, /files/ENCFF356LFX/, /files/ENCFF875HLO/	576384	ENCODE Processing Pipeline	93cd1bba11e2c06c38863c7acc2535bf		https://www.encodeproject.org/files/ENCFF201PUR/@@download/ENCFF201PUR.bed.gz				released	s3://encode-public/2020/10/10/48bdec8e-c50a-4ccc-bfa1-76237637a406/ENCFF201PUR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/48bdec8e-c50a-4ccc-bfa1-76237637a406/ENCFF201PUR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF474ZLP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR580XUK	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001323	tibial nerve	tissue	Homo sapiens										EP300-human	DNA				formaldehyde		2017-06-15	ENCODE		sonication (generic)		1	1_1							/files/ENCFF722YEK/, /files/ENCFF356LFX/, /files/ENCFF788UKJ/	1274264	ENCODE Processing Pipeline	7f2211709aefe01bb2f118b1bd61514d		https://www.encodeproject.org/files/ENCFF474ZLP/@@download/ENCFF474ZLP.bed.gz				released	s3://encode-public/2020/12/03/24f6554c-357d-44f0-8e05-4519dfb60603/ENCFF474ZLP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/24f6554c-357d-44f0-8e05-4519dfb60603/ENCFF474ZLP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF339ZPY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR042BQZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4093/'], '@type': ['Target', 'Item'], 'name': 'SMAD9-human', 'label': 'SMAD9', '@id': '/targets/SMAD9-human/', 'title': 'SMAD9 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2b9a73db-76f0-4dc2-8960-e7b861322db0', 'status': 'released'}				SMAD9-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF016WME/, /files/ENCFF356LFX/, /files/ENCFF859JOI/, /files/ENCFF067KKS/	99538	ENCODE Processing Pipeline	ced8d9ce90aab1e55cec0adf88da06c8		https://www.encodeproject.org/files/ENCFF339ZPY/@@download/ENCFF339ZPY.bed.gz				released	s3://encode-public/2020/08/22/d3b98ce2-e1c6-4092-99de-09ccdcda8eec/ENCFF339ZPY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/22/d3b98ce2-e1c6-4092-99de-09ccdcda8eec/ENCFF339ZPY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF739AJO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR440VKE	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23394/'], '@type': ['Target', 'Item'], 'name': 'ADNP-human', 'label': 'ADNP', '@id': '/targets/ADNP-human/', 'title': 'ADNP (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e310f899-8622-4aa7-8c48-8c2199dc8d15', 'status': 'released'}		hg19 20 49494154 49700876		ADNP-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF166UET/, /files/ENCFF964HKQ/, /files/ENCFF356LFX/, /files/ENCFF732SRZ/	406720	ENCODE Processing Pipeline	b5fb78fa3a646e434172526ebc693cbe		https://www.encodeproject.org/files/ENCFF739AJO/@@download/ENCFF739AJO.bed.gz				released	s3://encode-public/2020/12/04/b0270553-d583-4720-8044-7ea29fc008a9/ENCFF739AJO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/b0270553-d583-4720-8044-7ea29fc008a9/ENCFF739AJO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF405VLP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR430TEE	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0004264	lower leg skin	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF356LFX/, /files/ENCFF108TLC/, /files/ENCFF048YUX/	13123	ENCODE Processing Pipeline	92b8bdd572f98e0149c731a752d2e894		https://www.encodeproject.org/files/ENCFF405VLP/@@download/ENCFF405VLP.bed.gz				released	s3://encode-public/2020/09/01/d7cc0434-22f5-4dfa-99e9-efc7cbe0735a/ENCFF405VLP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/d7cc0434-22f5-4dfa-99e9-efc7cbe0735a/ENCFF405VLP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity		
ENCFF351OYP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR443MVV	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/11108/'], '@type': ['Target', 'Item'], 'name': 'PRDM4-human', 'label': 'PRDM4', '@id': '/targets/PRDM4-human/', 'title': 'PRDM4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1688c712-e019-41b0-a43f-2e2b3b6f76b5', 'status': 'released'}				PRDM4-human	DNA				formaldehyde		2017-02-10	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF533HJT/, /files/ENCFF949NGG/, /files/ENCFF490JCT/, /files/ENCFF356LFX/, /files/ENCFF800IMV/, /files/ENCFF961DFE/, /files/ENCFF528DFI/, /files/ENCFF919EDN/, /files/ENCFF856XMU/, /files/ENCFF425NTG/, /files/ENCFF847EHD/, /files/ENCFF482RWP/, /files/ENCFF383QIP/, /files/ENCFF705BZZ/, /files/ENCFF709TVD/, /files/ENCFF451CVJ/, /files/ENCFF489ERC/, /files/ENCFF736OSY/, /files/ENCFF500XPF/, /files/ENCFF190AZK/, /files/ENCFF761FHH/, /files/ENCFF785BTW/, /files/ENCFF928CJD/, /files/ENCFF585IQN/, /files/ENCFF654JHZ/, /files/ENCFF065LBX/, /files/ENCFF905YEA/	345995	ENCODE Processing Pipeline	7e36ae51acf165700b8e7f4d10b76dcf		https://www.encodeproject.org/files/ENCFF351OYP/@@download/ENCFF351OYP.bed.gz				released	s3://encode-public/2020/08/05/f23a11dc-139f-448e-baaf-c5422094342c/ENCFF351OYP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/05/f23a11dc-139f-448e-baaf-c5422094342c/ENCFF351OYP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF725JXZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR492LTS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										BCLAF1-human	DNA						2017-02-02	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF770IRN/, /files/ENCFF936FZX/, /files/ENCFF725BZC/, /files/ENCFF822ODT/, /files/ENCFF356LFX/	38847	ENCODE Processing Pipeline	e78830833b47435635ee80b2cfea1442		https://www.encodeproject.org/files/ENCFF725JXZ/@@download/ENCFF725JXZ.bed.gz				released	s3://encode-public/2020/12/04/ae135502-abcb-4514-8790-e62d3377c259/ENCFF725JXZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/ae135502-abcb-4514-8790-e62d3377c259/ENCFF725JXZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance, low read depth		
ENCFF758SMD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR076EZB	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/687/'], '@type': ['Target', 'Item'], 'name': 'KLF9-human', 'label': 'KLF9', '@id': '/targets/KLF9-human/', 'title': 'KLF9 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f3b273ba-d78f-4ed5-b6d6-6a3c57461337', 'status': 'released'}				KLF9-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF500XPF/, /files/ENCFF785BTW/, /files/ENCFF905YEA/, /files/ENCFF190AZK/, /files/ENCFF949NGG/, /files/ENCFF736OSY/, /files/ENCFF709TVD/, /files/ENCFF490JCT/, /files/ENCFF065LBX/, /files/ENCFF425NTG/, /files/ENCFF451CVJ/, /files/ENCFF384YJC/, /files/ENCFF585IQN/, /files/ENCFF705BZZ/, /files/ENCFF928CJD/, /files/ENCFF482RWP/, /files/ENCFF847EHD/, /files/ENCFF654JHZ/, /files/ENCFF066UCZ/, /files/ENCFF856XMU/, /files/ENCFF383QIP/, /files/ENCFF533HJT/, /files/ENCFF489ERC/, /files/ENCFF356LFX/, /files/ENCFF919EDN/, /files/ENCFF528DFI/, /files/ENCFF800IMV/	420935	ENCODE Processing Pipeline	6d5a1a62f535580b65ce538ddd3f801e		https://www.encodeproject.org/files/ENCFF758SMD/@@download/ENCFF758SMD.bed.gz				released	s3://encode-public/2020/08/04/30ec5fcb-70dd-446c-97a9-ec2165d28914/ENCFF758SMD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/30ec5fcb-70dd-446c-97a9-ec2165d28914/ENCFF758SMD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, missing biosample characterization, missing genetic modification characterization		
ENCFF423DNE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR543KOA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/221527/'], '@type': ['Target', 'Item'], 'name': 'ZBTB12-human', 'label': 'ZBTB12', '@id': '/targets/ZBTB12-human/', 'title': 'ZBTB12 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a94760dd-89d5-4525-b326-467dcfb21385', 'status': 'released'}				ZBTB12-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF654JHZ/, /files/ENCFF800IMV/, /files/ENCFF528DFI/, /files/ENCFF905YEA/, /files/ENCFF356LFX/, /files/ENCFF736OSY/, /files/ENCFF972YUA/, /files/ENCFF533HJT/, /files/ENCFF919EDN/, /files/ENCFF065LBX/, /files/ENCFF928CJD/, /files/ENCFF190AZK/, /files/ENCFF705BZZ/, /files/ENCFF856XMU/, /files/ENCFF490JCT/, /files/ENCFF489ERC/, /files/ENCFF451CVJ/, /files/ENCFF386UCB/, /files/ENCFF949NGG/, /files/ENCFF709TVD/, /files/ENCFF482RWP/, /files/ENCFF847EHD/, /files/ENCFF585IQN/, /files/ENCFF425NTG/, /files/ENCFF785BTW/, /files/ENCFF500XPF/, /files/ENCFF383QIP/	177486	ENCODE Processing Pipeline	2e7e6e52cb378e1dd3851189c03a13d4		https://www.encodeproject.org/files/ENCFF423DNE/@@download/ENCFF423DNE.bed.gz				released	s3://encode-public/2020/08/05/dccc13eb-a798-422c-813c-99c6d7871961/ENCFF423DNE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/05/dccc13eb-a798-422c-813c-99c6d7871961/ENCFF423DNE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF004LNW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR753KZY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1352'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23314/'], '@type': ['Target', 'Item'], 'name': 'SATB2-human', 'label': 'SATB2', '@id': '/targets/SATB2-human/', 'title': 'SATB2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '339daa46-c4a1-464f-ae15-947743b22959', 'status': 'released'}				SATB2-human	DNA				formaldehyde		2020-07-14	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF657NDS/, /files/ENCFF356LFX/, /files/ENCFF466YAE/, /files/ENCFF921XEH/	154220	ENCODE Processing Pipeline	bc7c8d8d6ed66378381cd9307ae86724		https://www.encodeproject.org/files/ENCFF004LNW/@@download/ENCFF004LNW.bed.gz				released	s3://encode-public/2020/07/09/5d1e6e12-cc18-49f3-8cf8-c1745224c628/ENCFF004LNW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/5d1e6e12-cc18-49f3-8cf8-c1745224c628/ENCFF004LNW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents		
ENCFF433ERT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR189YMA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7716/'], '@type': ['Target', 'Item'], 'name': 'VEZF1-human', 'label': 'VEZF1', '@id': '/targets/VEZF1-human/', 'title': 'VEZF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'afcb4612-251f-461c-a364-8df160352330', 'status': 'released'}				VEZF1-human	DNA						2017-11-08	ENCODE		sonication (Bioruptor generic)	200-800	3, 4	3_1, 4_1							/files/ENCFF752FQV/, /files/ENCFF767CLN/, /files/ENCFF356LFX/, /files/ENCFF638FDZ/	834498	ENCODE Processing Pipeline	7f760786720e0caa5f230d30b6f724b7		https://www.encodeproject.org/files/ENCFF433ERT/@@download/ENCFF433ERT.bed.gz				released	s3://encode-public/2020/12/04/541fba1e-ddb8-4796-9177-a0857ce18762/ENCFF433ERT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/541fba1e-ddb8-4796-9177-a0857ce18762/ENCFF433ERT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF574ILL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR542SCB	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0001211	Peyer's patch	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		none	200-600	1	1_1, 1_2							/files/ENCFF480IGS/, /files/ENCFF987LTC/, /files/ENCFF356LFX/	294691	ENCODE Processing Pipeline	05a52013b088b639b49a9d46be9a8eac		https://www.encodeproject.org/files/ENCFF574ILL/@@download/ENCFF574ILL.bed.gz				released	s3://encode-public/2020/09/23/bd053b06-3ac1-4bd8-94f1-def5be9260d9/ENCFF574ILL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/bd053b06-3ac1-4bd8-94f1-def5be9260d9/ENCFF574ILL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF042QSE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR559ZKI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:NR2C2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7182/'], '@type': ['Target', 'Item'], 'label': 'NR2C2', 'title': 'NR2C2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0933f89c-c241-4a19-91a8-a3ecc27f7964', 'schema_version': '14', 'name': 'NR2C2-human', '@id': '/targets/NR2C2-human/', 'status': 'released'}				NR2C2-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF656UOH/, /files/ENCFF855UPJ/, /files/ENCFF496SAO/, /files/ENCFF356LFX/	534509	ENCODE Processing Pipeline	2470f03546cb9fe6024d584c962a324f		https://www.encodeproject.org/files/ENCFF042QSE/@@download/ENCFF042QSE.bed.gz				released	s3://encode-public/2020/07/06/05fad0c0-90d6-4f40-ab39-5f98d14f8b77/ENCFF042QSE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/05fad0c0-90d6-4f40-ab39-5f98d14f8b77/ENCFF042QSE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF224OXG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR701RXW	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-603'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/348327/'], '@type': ['Target', 'Item'], 'name': 'ZNF530-human', 'label': 'ZNF530', '@id': '/targets/ZNF530-human/', 'title': 'ZNF530 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'dc80378a-2c89-401d-82c1-b9c9d14c9d66', 'status': 'released'}				ZNF530-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF065LBX/, /files/ENCFF856XMU/, /files/ENCFF800IMV/, /files/ENCFF705BZZ/, /files/ENCFF557ESH/, /files/ENCFF847EHD/, /files/ENCFF383QIP/, /files/ENCFF190AZK/, /files/ENCFF785BTW/, /files/ENCFF585IQN/, /files/ENCFF928CJD/, /files/ENCFF709TVD/, /files/ENCFF490JCT/, /files/ENCFF919EDN/, /files/ENCFF533HJT/, /files/ENCFF654JHZ/, /files/ENCFF356LFX/, /files/ENCFF949NGG/, /files/ENCFF451CVJ/, /files/ENCFF905YEA/, /files/ENCFF489ERC/, /files/ENCFF528DFI/, /files/ENCFF425NTG/, /files/ENCFF803LSS/, /files/ENCFF500XPF/, /files/ENCFF736OSY/, /files/ENCFF482RWP/	38116	ENCODE Processing Pipeline	01c94992adbc38bf49f43ee5bb683548		https://www.encodeproject.org/files/ENCFF224OXG/@@download/ENCFF224OXG.bed.gz				released	s3://encode-public/2020/08/04/9b3c2cca-86cf-448c-af88-de5fcce8ce83/ENCFF224OXG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/9b3c2cca-86cf-448c-af88-de5fcce8ce83/ENCFF224OXG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization, low read depth		
